slno,Flow_ID, Source_IP, Source_Port, Destination_IP,Destination_Port, Protocol, Timestamp, Flow_Duration, Total_Fwd_Packets,Total_Length_of_Fwd_Packets, Fwd_Packet_Length_Max, Fwd_Packet_Length_Min,Flow_Bytes_per_second, Flow_Packets_per_second,Fwd_Packets_per_second, Min_Packet_Length, Max_Packet_Length, Packet_Length_ean, ACK_Flag_Count,Label
A1UQOWUBXKQAFU,172.16.0.5-192.168.50.1-24352-32944-6,172.16.0.5,24352,192.168.50.1,32944,6,34:34.9,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Trojan Attack
ANJFB4UTB3YDH,172.16.0.5-192.168.50.1-62592-10071-17,172.16.0.5,62592,192.168.50.1,10071,17,39:42.7,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A2EZW502SEA2N9,172.16.0.5-192.168.50.1-62470-3921-17,172.16.0.5,62470,192.168.50.1,3921,17,40:51.8,3000047,4,2064,516,516,687.9892215,1.333312445,1.333312445,516,516,516,0,Evasion or Adversarial Attack
A3I5MF7M975C38,172.16.0.5-192.168.50.1-62470-787-17,172.16.0.5,62470,192.168.50.1,787,17,40:16.6,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A1WL9ZPE9K0IIC,172.16.0.5-192.168.50.1-62725-23135-17,172.16.0.5,62725,192.168.50.1,23135,17,40:35.2,2999961,4,2064,516,516,688.0089441,1.333350667,1.333350667,516,516,516,0,Evasion or Adversarial Attack
A3NZSW71OVUIBP,172.16.0.5-192.168.50.1-62466-5055-17,172.16.0.5,62466,192.168.50.1,5055,17,40:51.2,2999913,4,2064,516,516,688.0199526,1.333372001,1.333372001,516,516,516,0,Poisoning or Causative Attack
A2N1DTPC1Q2CD3,172.16.0.5-192.168.50.1-62468-3338-17,172.16.0.5,62468,192.168.50.1,3338,17,40:27.2,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Trojan Attack
A1QHEKVEXOR0AH,172.16.0.5-192.168.50.1-62469-35236-17,172.16.0.5,62469,192.168.50.1,35236,17,40:24.9,5999966,6,3096,516,516,516.002924,1.000005667,1.000005667,516,516,516,0,No Attack
A3Q9LMQ9GJ3T63,172.16.0.5-192.168.50.1-62507-26357-17,172.16.0.5,62507,192.168.50.1,26357,17,41:10.4,5998896,6,3096,516,516,516.0949615,1.000184034,1.000184034,516,516,516,0,Evasion or Adversarial Attack
A17INU4IPI2F8M,172.16.0.5-192.168.50.1-63270-4724-17,172.16.0.5,63270,192.168.50.1,4724,17,40:32.1,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A1BXC01T74MTEK,172.16.0.5-192.168.50.1-63244-27501-17,172.16.0.5,63244,192.168.50.1,27501,17,39:38.1,2999407,4,2064,516,516,688.1360216,1.333596941,1.333596941,516,516,516,0,Evasion or Adversarial Attack
AM7D2VEHFTAKA,172.16.0.5-192.168.50.1-62467-51488-17,172.16.0.5,62467,192.168.50.1,51488,17,41:06.0,2999434,4,2064,516,516,688.1298272,1.333584936,1.333584936,516,516,516,0,Poisoning or Causative Attack
A13BBLOXG79N60,172.16.0.5-192.168.50.1-63056-62624-17,172.16.0.5,63056,192.168.50.1,62624,17,40:48.2,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Trojan Attack
A3LRLNH9WJDQY6,172.16.0.5-192.168.50.1-62559-30288-17,172.16.0.5,62559,192.168.50.1,30288,17,39:58.6,5998338,6,3096,516,516,516.1429716,1.000277077,1.000277077,516,516,516,0,Trojan Attack
A1O49083O292KS,172.16.0.5-192.168.50.1-62817-30291-6,172.16.0.5,62817,192.168.50.1,30291,6,34:31.3,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
A2TIC47QPFZ10W,172.16.0.5-192.168.50.1-50109-52262-6,172.16.0.5,50109,192.168.50.1,52262,6,34:39.0,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Trojan Attack
A3FJ0YTQ4TR4QL,172.16.0.5-192.168.50.1-62526-64770-17,172.16.0.5,62526,192.168.50.1,64770,17,41:05.4,2999951,4,2064,516,516,688.0112375,1.333355111,1.333355111,516,516,516,0,No Attack
A2I334K2Y6VN2E,172.16.0.5-192.168.50.1-62723-40232-17,172.16.0.5,62723,192.168.50.1,40232,17,39:49.9,3000089,4,2064,516,516,687.9795899,1.333293779,1.333293779,516,516,516,0,Evasion or Adversarial Attack
A2666ZSQOFE0D8,172.16.0.5-192.168.50.1-61799-28412-17,172.16.0.5,61799,192.168.50.1,28412,17,41:01.1,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A3PV7BY8K747QE,172.16.0.5-192.168.50.1-63058-5469-17,172.16.0.5,63058,192.168.50.1,5469,17,39:22.4,6000743,6,3096,516,516,515.9361099,0.999876182,0.999876182,516,516,516,0,Evasion or Adversarial Attack
A2I7KV2LLCD7OT,172.16.0.5-192.168.50.1-63277-33378-17,172.16.0.5,63277,192.168.50.1,33378,17,39:56.5,6000178,6,3096,516,516,515.9846925,0.999970334,0.999970334,516,516,516,0,Poisoning or Causative Attack
A3VAVNPZ515HPX,172.16.0.5-192.168.50.1-62466-51762-17,172.16.0.5,62466,192.168.50.1,51762,17,40:50.2,3000113,4,2064,516,516,687.9740863,1.333283113,1.333283113,516,516,516,0,Trojan Attack
A1I0418EV5KCCM,172.16.0.5-192.168.50.1-580-58238-17,172.16.0.5,580,192.168.50.1,58238,17,40:16.4,4003048,4,2064,516,516,515.6071074,0.99923858,0.99923858,516,516,516,0,No Attack
A21MLUS21LQG04,172.16.0.5-192.168.50.1-38601-23573-17,172.16.0.5,38601,192.168.50.1,23573,17,40:23.6,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
AGMRFA08XBU53,172.16.0.5-192.168.50.1-27808-35310-17,172.16.0.5,27808,192.168.50.1,35310,17,41:12.0,3004854,4,2064,516,516,686.8886142,1.331179485,1.331179485,516,516,516,0,Evasion or Adversarial Attack
AR7TAEEUDHMUB,172.16.0.5-192.168.50.1-22454-64515-17,172.16.0.5,22454,192.168.50.1,64515,17,40:58.3,3005329,4,2064,516,516,686.7800497,1.330969089,1.330969089,516,516,516,0,Poisoning or Causative Attack
AHQESATHA7Q13,172.16.0.5-192.168.50.1-580-24855-17,172.16.0.5,580,192.168.50.1,24855,17,41:01.6,1318523,12,6192,516,516,4696.163814,9.101092662,9.101092662,516,516,516,0,Trojan Attack
A1J3DMSJBF2B8N,172.16.0.5-192.168.50.1-62468-50373-17,172.16.0.5,62468,192.168.50.1,50373,17,40:02.0,2999931,4,2064,516,516,688.0158244,1.333364001,1.333364001,516,516,516,0,No Attack
A1GQAKL9CGQLP1,172.16.0.5-192.168.50.1-61247-53403-6,172.16.0.5,61247,192.168.50.1,53403,6,34:30.3,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Evasion or Adversarial Attack
A11U59RLWH351M,172.16.0.5-192.168.50.1-28844-35492-6,172.16.0.5,28844,192.168.50.1,35492,6,34:35.6,2,2,0,0,0,0,1000000,1000000,0,0,0,1,No Attack
A3MHEO0AARAOE4,172.16.0.5-192.168.50.1-62577-49636-17,172.16.0.5,62577,192.168.50.1,49636,17,40:25.7,5997107,6,3096,516,516,516.248918,1.000482399,1.000482399,516,516,516,0,Evasion or Adversarial Attack
A3UPXR0I04EO4W,172.16.0.5-192.168.50.1-9919-45519-17,172.16.0.5,9919,192.168.50.1,45519,17,40:56.7,5999960,6,3096,516,516,516.00344,1.000006667,1.000006667,516,516,516,0,Poisoning or Causative Attack
A25SDO4GF66FQ1,172.16.0.5-192.168.50.1-62968-63716-17,172.16.0.5,62968,192.168.50.1,63716,17,41:07.4,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Trojan Attack
A1T70CURYU0OKO,172.16.0.5-192.168.50.1-11127-20334-17,172.16.0.5,11127,192.168.50.1,20334,17,41:00.2,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A2U49IFXRJMNUX,172.16.0.5-192.168.50.1-63770-55016-17,172.16.0.5,63770,192.168.50.1,55016,17,41:11.9,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A79TFV4BF2018,172.16.0.5-192.168.50.1-33417-50458-17,172.16.0.5,33417,192.168.50.1,50458,17,39:18.9,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A14EBC6R57587N,172.16.0.5-192.168.50.1-62505-51744-17,172.16.0.5,62505,192.168.50.1,51744,17,40:16.6,2,2,1032,516,516,516000000,1000000,1000000,516,516,516,0,Evasion or Adversarial Attack
A2PZT88XPUUEZS,172.16.0.5-192.168.50.1-39660-32283-17,172.16.0.5,39660,192.168.50.1,32283,17,39:49.1,6010897,6,3096,516,516,515.0645569,0.998187126,0.998187126,516,516,516,0,Poisoning or Causative Attack
AHKDSWU5HEH9I,172.16.0.5-192.168.50.1-62965-32761-17,172.16.0.5,62965,192.168.50.1,32761,17,40:16.0,5999920,6,3096,516,516,516.0068801,1.000013334,1.000013334,516,516,516,0,Trojan Attack
A2R3M2FP1KOSYE,172.16.0.5-192.168.50.1-62542-48309-17,172.16.0.5,62542,192.168.50.1,48309,17,40:08.5,5998155,6,3096,516,516,516.1587188,1.000307595,1.000307595,516,516,516,0,No Attack
A1Q9J62C20HYX8,172.16.0.5-192.168.50.1-62785-15489-17,172.16.0.5,62785,192.168.50.1,15489,17,41:04.6,2999996,4,2064,516,516,688.0009173,1.333335111,1.333335111,516,516,516,0,No Attack
AQ4FHE7IJEAXO,172.16.0.5-192.168.50.1-62593-3266-17,172.16.0.5,62593,192.168.50.1,3266,17,40:56.6,3011170,4,2064,516,516,685.4478492,1.328387305,1.328387305,516,516,516,0,Evasion or Adversarial Attack
AD7DY0I7TCSGM,172.16.0.5-192.168.50.1-62468-24301-17,172.16.0.5,62468,192.168.50.1,24301,17,40:15.6,9000138,8,4128,516,516,458.6596339,0.888875259,0.888875259,516,516,516,0,Poisoning or Causative Attack
A1URORDCV4CEB9,172.16.0.5-192.168.50.1-9704-6818-17,172.16.0.5,9704,192.168.50.1,6818,17,40:53.4,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Trojan Attack
A34DB18B08X7QV,172.16.0.5-192.168.50.1-63000-34449-17,172.16.0.5,63000,192.168.50.1,34449,17,41:05.2,3000044,4,2064,516,516,687.9899095,1.333313778,1.333313778,516,516,516,0,No Attack
ASKXTWE8ESZQ,172.16.0.5-192.168.50.1-62468-65513-17,172.16.0.5,62468,192.168.50.1,65513,17,40:49.1,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A3EHBQY7Y26FNM,172.16.0.5-192.168.50.1-63118-4104-17,172.16.0.5,63118,192.168.50.1,4104,17,40:40.3,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A5KW8URATUTHA,172.16.0.5-192.168.50.1-62530-52739-17,172.16.0.5,62530,192.168.50.1,52739,17,40:34.7,5999961,6,3096,516,516,516.003354,1.0000065,1.0000065,516,516,516,0,Evasion or Adversarial Attack
AKZKG2Z7CNV27,172.16.0.5-192.168.50.1-62472-855-17,172.16.0.5,62472,192.168.50.1,855,17,40:59.3,2999734,4,2064,516,516,688.0610081,1.333451566,1.333451566,516,516,516,0,Poisoning or Causative Attack
A1G2YPRHMYP8TK,172.16.0.5-192.168.50.1-61557-62639-17,172.16.0.5,61557,192.168.50.1,62639,17,40:34.6,6000899,6,3096,516,516,515.9226976,0.999850189,0.999850189,516,516,516,0,Trojan Attack
A765FXDHIRE5M,172.16.0.5-192.168.50.1-62492-40797-17,172.16.0.5,62492,192.168.50.1,40797,17,39:32.1,9000015,8,4128,516,516,458.6659022,0.888887407,0.888887407,516,516,516,0,No Attack
A66MSWYTXIB5V,172.16.0.5-192.168.50.1-65531-5115-6,172.16.0.5,65531,192.168.50.1,5115,6,34:41.4,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Evasion or Adversarial Attack
A3AR4GTC01JDHW,172.16.0.5-192.168.50.1-63692-9875-17,172.16.0.5,63692,192.168.50.1,9875,17,41:08.5,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A4D31LRTOXAEN,172.16.0.5-192.168.50.1-62502-32204-17,172.16.0.5,62502,192.168.50.1,32204,17,40:51.6,2998057,4,2064,516,516,688.4458835,1.334197449,1.334197449,516,516,516,0,Evasion or Adversarial Attack
A1KJ2VZNTWPIUO,172.16.0.5-192.168.50.1-63200-59799-17,172.16.0.5,63200,192.168.50.1,59799,17,39:16.2,12139483,10,5160,516,516,425.0592879,0.82375831,0.82375831,516,516,516,0,Poisoning or Causative Attack
A3B7B0VIZRZF4G,172.16.0.5-192.168.50.1-62467-27356-17,172.16.0.5,62467,192.168.50.1,27356,17,41:02.3,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Trojan Attack
AU8NWWRKX07XH,172.16.0.5-192.168.50.1-62500-46466-17,172.16.0.5,62500,192.168.50.1,46466,17,40:22.7,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A39KT4ATF5Q9UB,172.16.0.5-192.168.50.1-62671-55798-17,172.16.0.5,62671,192.168.50.1,55798,17,40:58.0,3005067,4,2064,516,516,686.8399274,1.331085131,1.331085131,516,516,516,0,No Attack
A3L964J8M7I7KF,172.16.0.5-192.168.50.1-62466-27718-17,172.16.0.5,62466,192.168.50.1,27718,17,40:58.1,3000113,4,2064,516,516,687.9740863,1.333283113,1.333283113,516,516,516,0,Evasion or Adversarial Attack
AYL66PH2O3FZM,172.16.0.5-192.168.50.1-62747-57281-17,172.16.0.5,62747,192.168.50.1,57281,17,40:36.1,2999473,4,2064,516,516,688.1208799,1.333567597,1.333567597,516,516,516,0,Poisoning or Causative Attack
A2N8KPM287CFP9,172.16.0.5-192.168.50.1-62888-43329-17,172.16.0.5,62888,192.168.50.1,43329,17,40:08.0,6000797,6,3096,516,516,515.9314671,0.999867184,0.999867184,516,516,516,0,Trojan Attack
A28BA89R95C0X7,172.16.0.5-192.168.50.1-40421-3021-17,172.16.0.5,40421,192.168.50.1,3021,17,40:21.1,3002585,4,2064,516,516,687.4076837,1.332185434,1.332185434,516,516,516,0,No Attack
AVJQ3NSMH3T2Q,172.16.0.5-192.168.50.1-62610-34074-17,172.16.0.5,62610,192.168.50.1,34074,17,40:43.3,2998535,4,2064,516,516,688.3361375,1.333984763,1.333984763,516,516,516,0,Evasion or Adversarial Attack
A24WJHCQI3V7BS,172.16.0.5-192.168.50.1-62087-64240-6,172.16.0.5,62087,192.168.50.1,64240,6,34:30.4,47,2,0,0,0,0,42553.19149,42553.19149,0,0,0,1,No Attack
A2CA4I91GKU4OS,172.16.0.5-192.168.50.1-24848-51711-17,172.16.0.5,24848,192.168.50.1,51711,17,39:39.1,3012245,4,2064,516,516,685.2032288,1.327913234,1.327913234,516,516,516,0,Evasion or Adversarial Attack
A2HYS4LMBN8E0M,172.16.0.5-192.168.50.1-62693-46025-17,172.16.0.5,62693,192.168.50.1,46025,17,40:43.1,3007860,4,2064,516,516,686.2021504,1.329849129,1.329849129,516,516,516,0,Poisoning or Causative Attack
A2QJ87KVK3CSH8,172.16.0.5-192.168.50.1-62468-36470-17,172.16.0.5,62468,192.168.50.1,36470,17,41:11.3,3000077,4,2064,516,516,687.9823418,1.333299112,1.333299112,516,516,516,0,Trojan Attack
A380HU2H8OY9ID,172.16.0.5-192.168.50.1-62698-22657-17,172.16.0.5,62698,192.168.50.1,22657,17,40:03.4,49,2,1032,516,516,21061224.49,40816.32653,40816.32653,516,516,516,0,No Attack
A3VBBRHETBOP3Y,172.16.0.5-192.168.50.1-62830-15314-17,172.16.0.5,62830,192.168.50.1,15314,17,39:25.5,2996910,4,2064,516,516,688.7093707,1.334708083,1.334708083,516,516,516,0,Evasion or Adversarial Attack
A15ZLXABTK8F3F,172.16.0.5-192.168.50.1-63257-34026-17,172.16.0.5,63257,192.168.50.1,34026,17,39:44.4,9000084,8,4128,516,516,458.6623858,0.888880593,0.888880593,516,516,516,0,No Attack
A13V4Q16X7KQB2,172.16.0.5-192.168.50.1-62468-25787-17,172.16.0.5,62468,192.168.50.1,25787,17,41:06.1,2999838,4,2064,516,516,688.037154,1.333405337,1.333405337,516,516,516,0,Evasion or Adversarial Attack
A1F4GPSGP59IHL,172.16.0.5-192.168.50.1-62514-7442-17,172.16.0.5,62514,192.168.50.1,7442,17,40:40.4,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Poisoning or Causative Attack
AXCIBTTASZPLK,172.16.0.5-192.168.50.1-62788-22449-17,172.16.0.5,62788,192.168.50.1,22449,17,41:10.9,6000776,6,3096,516,516,515.9332726,0.999870683,0.999870683,516,516,516,0,Trojan Attack
A3QD083MGZN2WX,172.16.0.5-192.168.50.1-62483-58915-17,172.16.0.5,62483,192.168.50.1,58915,17,39:58.2,5999301,6,3096,516,516,516.060121,1.000116514,1.000116514,516,516,516,0,No Attack
A210U5Q8OVTAL0,172.16.0.5-192.168.50.1-62811-40252-17,172.16.0.5,62811,192.168.50.1,40252,17,41:12.1,2999460,4,2064,516,516,688.1238623,1.333573377,1.333573377,516,516,516,0,No Attack
A2DVJHUKC8Q37B,172.16.0.5-192.168.50.1-63492-16390-17,172.16.0.5,63492,192.168.50.1,16390,17,40:36.3,3005240,4,2064,516,516,686.8003887,1.331008505,1.331008505,516,516,516,0,Evasion or Adversarial Attack
A2NUTNNFF11492,172.16.0.5-192.168.50.1-62524-49246-17,172.16.0.5,62524,192.168.50.1,49246,17,40:46.3,46,2,1032,516,516,22434782.61,43478.26087,43478.26087,516,516,516,0,Poisoning or Causative Attack
A1TKGURK1MW1U6,172.16.0.5-192.168.50.1-10948-64004-17,172.16.0.5,10948,192.168.50.1,64004,17,41:04.1,6000041,6,3096,516,516,515.996474,0.999993167,0.999993167,516,516,516,0,Trojan Attack
A2CYZN9K7ECMV5,172.16.0.5-192.168.50.1-62467-30504-17,172.16.0.5,62467,192.168.50.1,30504,17,40:59.1,3000084,4,2064,516,516,687.9807365,1.333296001,1.333296001,516,516,516,0,No Attack
A184PF0BSFKZCF,172.16.0.5-192.168.50.1-62580-53078-17,172.16.0.5,62580,192.168.50.1,53078,17,40:08.6,6002078,6,3096,516,516,515.8213539,0.999653787,0.999653787,516,516,516,0,Evasion or Adversarial Attack
AQ87J6IRVATAH,172.16.0.5-192.168.50.1-63788-6238-17,172.16.0.5,63788,192.168.50.1,6238,17,41:11.5,2999909,4,2064,516,516,688.02087,1.333373779,1.333373779,516,516,516,0,No Attack
ALMESS1KRNOD,172.16.0.5-192.168.50.1-8621-44731-17,172.16.0.5,8621,192.168.50.1,44731,17,40:41.5,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A1SMTS4I1WF63D,172.16.0.5-192.168.50.1-62468-45939-17,172.16.0.5,62468,192.168.50.1,45939,17,40:57.5,3000088,4,2064,516,516,687.9798193,1.333294223,1.333294223,516,516,516,0,Poisoning or Causative Attack
A37B3KZO5P9V4F,172.16.0.5-192.168.50.1-62587-41148-17,172.16.0.5,62587,192.168.50.1,41148,17,40:44.2,3000440,4,2064,516,516,687.8991081,1.333137806,1.333137806,516,516,516,0,No Attack
A29UYZDM2225ZL,172.16.0.5-192.168.50.1-38801-2963-6,172.16.0.5,38801,192.168.50.1,2963,6,34:37.2,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Evasion or Adversarial Attack
A2WW1USVOO6UXN,172.16.0.5-192.168.50.1-62493-60521-17,172.16.0.5,62493,192.168.50.1,60521,17,41:05.2,2998881,4,2064,516,516,688.2567198,1.333830852,1.333830852,516,516,516,0,Poisoning or Causative Attack
A21J63XJUC5D75,172.16.0.5-192.168.50.1-580-28231-17,172.16.0.5,580,192.168.50.1,28231,17,41:10.4,4002977,6,3096,516,516,773.4243789,1.498884455,1.498884455,516,516,516,0,Trojan Attack
A1TMAVN4CEM8U8,172.16.0.5-192.168.50.1-45289-47115-17,172.16.0.5,45289,192.168.50.1,47115,17,40:07.4,6007841,6,3096,516,516,515.3265541,0.998694872,0.998694872,516,516,516,0,No Attack
A1TMAVN4CEM8U8,172.16.0.5-192.168.50.1-63551-23505-17,172.16.0.5,63551,192.168.50.1,23505,17,41:03.9,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A13Q9TG853K1J6,172.16.0.5-192.168.50.1-62635-41137-17,172.16.0.5,62635,192.168.50.1,41137,17,41:00.1,2999904,4,2064,516,516,688.0220167,1.333376001,1.333376001,516,516,516,0,No Attack
A293G2YSRLXGG0,172.16.0.5-192.168.50.1-62813-64663-17,172.16.0.5,62813,192.168.50.1,64663,17,41:03.3,5997951,6,3096,516,516,516.1762742,1.000341617,1.000341617,516,516,516,0,Evasion or Adversarial Attack
ALSW7HGFU3ZRG,172.16.0.5-192.168.50.1-62502-1919-17,172.16.0.5,62502,192.168.50.1,1919,17,40:26.9,6000132,6,3096,516,516,515.9886482,0.999978,0.999978,516,516,516,0,Poisoning or Causative Attack
AOR0NN3UR7UWG,172.16.0.5-192.168.50.1-62539-28791-17,172.16.0.5,62539,192.168.50.1,28791,17,40:35.8,3003056,4,2064,516,516,687.2998705,1.331976493,1.331976493,516,516,516,0,Trojan Attack
A15XP8POE3ZPSE,172.16.0.5-192.168.50.1-28749-49786-17,172.16.0.5,28749,192.168.50.1,49786,17,40:50.3,3002318,4,2064,516,516,687.4688158,1.332303907,1.332303907,516,516,516,0,No Attack
A3LCTL8O4214QY,172.16.0.5-192.168.50.1-55165-31036-17,172.16.0.5,55165,192.168.50.1,31036,17,39:32.2,9006113,8,4128,516,516,458.3553415,0.888285546,0.888285546,516,516,516,0,Evasion or Adversarial Attack
A15VHIG1POD7RZ,172.16.0.5-192.168.50.1-64863-64863-6,172.16.0.5,64863,192.168.50.1,64863,6,34:29.3,12226294,4,0,0,0,0,0.327163734,0.327163734,0,0,0,1,No Attack
A235EY6S2D1SG0,172.16.0.5-192.168.50.1-62484-25786-17,172.16.0.5,62484,192.168.50.1,25786,17,40:57.2,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A1Z674E0U5ZCX6,172.16.0.5-192.168.50.1-62888-38004-17,172.16.0.5,62888,192.168.50.1,38004,17,39:44.0,9001203,8,4128,516,516,458.6053664,0.88877009,0.88877009,516,516,516,0,Poisoning or Causative Attack
A3P9OEZR3WT0RG,172.16.0.5-192.168.50.1-62676-62898-17,172.16.0.5,62676,192.168.50.1,62898,17,39:23.2,6001345,6,3096,516,516,515.8843559,0.999775884,0.999775884,516,516,516,0,Trojan Attack
A1PSAFYB19T4I1,172.16.0.5-192.168.50.1-62466-305-17,172.16.0.5,62466,192.168.50.1,305,17,41:11.4,3000218,4,2064,516,516,687.950009,1.333236451,1.333236451,516,516,516,0,No Attack
A1TDDXQX3RPKK7,172.16.0.5-192.168.50.1-63311-41020-17,172.16.0.5,63311,192.168.50.1,41020,17,40:29.9,3009547,4,2064,516,516,685.8175001,1.329103682,1.329103682,516,516,516,0,No Attack
A2EA0KDO04UU9H,172.16.0.5-192.168.50.1-35309-35309-6,172.16.0.5,35309,192.168.50.1,35309,6,34:33.8,4503427,4,0,0,0,0,0.888212466,0.888212466,0,0,0,1,Evasion or Adversarial Attack
A32S0RO8FDG0F9,172.16.0.5-192.168.50.1-63147-42878-17,172.16.0.5,63147,192.168.50.1,42878,17,39:59.8,3000215,4,2064,516,516,687.9506969,1.333237785,1.333237785,516,516,516,0,Poisoning or Causative Attack
A3DIN4IDI1IVE6,172.16.0.5-192.168.50.1-7710-64888-17,172.16.0.5,7710,192.168.50.1,64888,17,39:56.8,6000176,6,3096,516,516,515.9848644,0.999970668,0.999970668,516,516,516,0,Trojan Attack
A7UNG75MXVAZ7,172.16.0.5-192.168.50.1-62716-48886-17,172.16.0.5,62716,192.168.50.1,48886,17,39:37.6,2997253,4,2064,516,516,688.630556,1.334555341,1.334555341,516,516,516,0,No Attack
A33WVAC3WKDCI8,172.16.0.5-192.168.50.1-62567-47857-17,172.16.0.5,62567,192.168.50.1,47857,17,39:37.0,5998877,6,3096,516,516,516.0965961,1.000187202,1.000187202,516,516,516,0,Evasion or Adversarial Attack
A2NI95Y8UNE85D,172.16.0.5-192.168.50.1-34845-26451-17,172.16.0.5,34845,192.168.50.1,26451,17,41:04.9,2999984,4,2064,516,516,688.0036694,1.333340444,1.333340444,516,516,516,0,No Attack
A23R7PBSPAXIET,172.16.0.5-192.168.50.1-62472-17959-17,172.16.0.5,62472,192.168.50.1,17959,17,41:04.8,2998325,4,2064,516,516,688.3843479,1.334078194,1.334078194,516,516,516,0,Evasion or Adversarial Attack
A3E72SJY88VI5O,172.16.0.5-192.168.50.1-62866-33543-17,172.16.0.5,62866,192.168.50.1,33543,17,40:26.4,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Poisoning or Causative Attack
A2UDRUIQT2YLN7,172.16.0.5-192.168.50.1-62552-13353-17,172.16.0.5,62552,192.168.50.1,13353,17,41:10.8,6013321,6,3096,516,516,514.8569318,0.997784752,0.997784752,516,516,516,0,Trojan Attack
A29KI0WZ98BW6R,172.16.0.5-192.168.50.1-62606-25328-17,172.16.0.5,62606,192.168.50.1,25328,17,40:21.7,3001956,4,2064,516,516,687.5517163,1.332464566,1.332464566,516,516,516,0,No Attack
A1P68RNVG5N8O2,172.16.0.5-192.168.50.1-62472-28216-17,172.16.0.5,62472,192.168.50.1,28216,17,40:42.8,5999540,6,3096,516,516,516.039563,1.000076673,1.000076673,516,516,516,0,Evasion or Adversarial Attack
ANH6Q74Y586C8,172.16.0.5-192.168.50.1-62052-52799-6,172.16.0.5,62052,192.168.50.1,52799,6,34:41.0,49,2,0,0,0,0,40816.32653,40816.32653,0,0,0,1,No Attack
ALHGNYW4KZ4K0,172.16.0.5-192.168.50.1-62468-16080-17,172.16.0.5,62468,192.168.50.1,16080,17,40:35.3,3000063,4,2064,516,516,687.9855523,1.333305334,1.333305334,516,516,516,0,Evasion or Adversarial Attack
A2Y56IDYNJE37Z,172.16.0.5-192.168.50.1-16821-60815-17,172.16.0.5,16821,192.168.50.1,60815,17,39:39.0,3006781,4,2064,516,516,686.4483978,1.330326352,1.330326352,516,516,516,0,Poisoning or Causative Attack
A2X9T0XQCY4VFZ,172.16.0.5-192.168.50.1-49291-52746-6,172.16.0.5,49291,192.168.50.1,52746,6,34:38.9,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Trojan Attack
A7MODCSBF399G,172.16.0.5-192.168.50.1-62468-1195-17,172.16.0.5,62468,192.168.50.1,1195,17,40:06.0,3000216,4,2064,516,516,687.9504676,1.33323734,1.33323734,516,516,516,0,No Attack
A2JXDUULYCY48O,172.16.0.5-192.168.50.1-62468-29130-17,172.16.0.5,62468,192.168.50.1,29130,17,40:26.6,5999924,6,3096,516,516,516.0065361,1.000012667,1.000012667,516,516,516,0,No Attack
A1E3EEYCOP2KDE,172.16.0.5-192.168.50.1-62480-12901-17,172.16.0.5,62480,192.168.50.1,12901,17,39:17.1,11999837,10,5160,516,516,430.0058409,0.833344653,0.833344653,516,516,516,0,Evasion or Adversarial Attack
A6S1FREDK70WQ,172.16.0.5-192.168.50.1-59639-59639-6,172.16.0.5,59639,192.168.50.1,59639,6,34:28.6,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Poisoning or Causative Attack
A1PQGAZG7D9CGN,172.16.0.5-192.168.50.1-580-17194-17,172.16.0.5,580,192.168.50.1,17194,17,40:49.9,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Trojan Attack
